Final SCORE : 16
         99824893 function calls (98455940 primitive calls) in 137.241 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 Tkinter.py:1960(Place)
        1    0.000    0.000    0.000    0.000 main.py:103(TetrisAgent)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:599(set_window_title)
        1    0.000    0.000    0.000    0.000 {_codecs.charmap_build}
        1    0.000    0.000    0.000    0.000 collections.py:778(PolyCollection)
        5    0.000    0.000    0.000    0.000 windowing.py:23(SetForegroundWindow)
        1    0.000    0.000    0.000    0.000 case.py:1018(FunctionTestCase)
        1    0.000    0.000    0.000    0.000 _base.py:3148(set_cursor_props)
        3    0.000    0.000    0.000    0.000 _abcoll.py:98(__subclasshook__)
        1    0.000    0.000    0.000    0.000 _base.py:179(set_lineprops)
        1    0.000    0.000    0.000    0.000 calendar.py:259(TextCalendar)
        1    0.000    0.000    0.000    0.000 _import_tools.py:9(PackageLoader)
        1    0.000    0.000    0.000    0.000 Tkinter.py:329(__init__)
        2    0.000    0.000    0.000    0.000 ticker.py:227(set_locs)
        1    0.000    0.000    0.000    0.000 dates.py:247(strpdate2num)
        1    0.000    0.000    0.000    0.000 offsetbox.py:561(DrawingArea)
        1    0.000    0.000    0.000    0.000 zipfile.py:262(ZipInfo)
        1    0.000    0.000    0.000    0.000 patches.py:4130(ConnectionPatch)
        1    0.000    0.000    0.000    0.000 transforms.py:2597(get_transformed_path_and_affine)
        1    0.000    0.000    0.000    0.000 figure.py:778(fixitems)
        1    0.000    0.000    0.000    0.000 records.py:298(recarray)
        1    0.000    0.000    0.000    0.000 patches.py:1160(YAArrow)
        1    0.000    0.000    0.000    0.000 __init__.py:113(get_projection_names)
        1    0.000    0.000    0.000    0.000 transforms.py:1322(get_matrix)
        1    0.000    0.000    0.000    0.000 ssl.py:328(SSLContext)
        1    0.000    0.000    0.000    0.000 parser.py:43(_timelex)
        1    0.000    0.000    0.000    0.000 figure.py:775(_make_key)
        1    0.000    0.000    0.000    0.000 __init__.py:2996(Requirement)
        1    0.000    0.000    0.000    0.000 legend_handler.py:390(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1551(__init__)
        1    0.000    0.000    0.000    0.000 Tkinter.py:3595(LabelFrame)
        4    0.000    0.000    0.000    0.000 {method 'isdigit' of 'unicode' objects}
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:102(get_all_fig_managers)
        1    0.000    0.000    0.000    0.000 mathtext.py:239(MathtextBackendPs)
        1    0.000    0.000    0.000    0.000 polar.py:85(PolarAffine)
        1    0.000    0.000    0.000    0.000 httplib.py:1374(LineAndFileWrapper)
        6    0.000    0.000    0.000    0.000 opcode.py:35(jrel_op)
        1    0.000    0.000    0.000    0.000 offsetbox.py:143(OffsetBox)
        1    0.000    0.000    0.000    0.000 patches.py:939(Wedge)
        1    0.000    0.000    0.000    0.000 threading.py:1128(_DummyThread)
        1    0.000    0.000    0.000    0.000 version.py:228(LooseVersion)
        6    0.000    0.000    0.000    0.000 sre_parse.py:216(tell)
       30    0.000    0.000    0.000    0.000 text.py:928(set_y)
        1    0.000    0.000    0.000    0.000 collections.py:1402(EllipseCollection)
        1    0.000    0.000    0.000    0.000 main.py:84(TetrisAction)
        1    0.000    0.000    0.000    0.000 index_tricks.py:470(__init__)
        1    0.000    0.000    0.000    0.000 plistlib.py:331(Plist)
        1    0.000    0.000    0.000    0.000 difflib.py:44(SequenceMatcher)
        1    0.000    0.000    0.000    0.000 __init__.py:558(IMetadataProvider)
        1    0.000    0.000    0.000    0.000 blocking_input.py:34(BlockingInput)
        3    0.000    0.000    0.000    0.000 legend_handler.py:181(__init__)
        1    0.000    0.000    0.000    0.000 urllib.py:860(ftpwrapper)
        1    0.000    0.000    0.000    0.000 cbook.py:779(_string_to_bool)
        1    0.000    0.000    0.000    0.000 core.py:6023(__new__)
        1    0.000    0.000    0.000    0.000 mathtext.py:1203(Node)
        2    0.000    0.000    0.000    0.000 figure.py:147(__call__)
        1    0.000    0.000    0.003    0.003 __init__.py:945(rc_params)
        2    0.000    0.000    0.000    0.000 six.py:139(MovedAttribute)
        1    0.000    0.000    0.000    0.000 tz.py:658(_tzicalvtz)
        6    0.000    0.000    0.000    0.000 opcode.py:39(jabs_op)
        1    0.000    0.000    0.000    0.000 image.py:687(NonUniformImage)
        1    0.000    0.000    0.000    0.000 cbook.py:1360(bubble)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1600(Keyword)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:670(NavigationToolbar2TkAgg)
        1    0.000    0.000    0.000    0.000 transforms.py:347(_get_ymax)
        2    0.000    0.000    0.000    0.000 __init__.py:277(set_level)
        1    0.000    0.000    0.000    0.000 collections.py:1624(QuadMesh)
        1    0.000    0.000    0.000    0.000 cursors.py:32(<module>)
        1    0.000    0.000    0.000    0.000 ticker.py:161(_DummyAxis)
        1    0.000    0.000    0.000    0.000 font_manager.py:716(__str__)
        1    0.000    0.000    0.000    0.000 patches.py:1359(Circle)
        1    0.000    0.000    0.000    0.000 Tkinter.py:903(winfo_rooty)
        1    0.000    0.000    0.000    0.000 tz.py:493(tzrange)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:95(has_fignum)
        1    0.000    0.000    0.000    0.000 Tkinter.py:348(IntVar)
        1    0.000    0.000    0.000    0.000 colors.py:1222(BoundaryNorm)
        3    0.000    0.000    0.000    0.000 {cmp}
        1    0.000    0.000    0.000    0.000 figure.py:91(_entry_from_axes)
        1    0.000    0.000    0.000    0.000 docstring.py:11(Substitution)
        2    0.000    0.000    0.000    0.000 pyparsing.py:2177(__init__)
        1    0.000    0.000    0.000    0.000 rrule.py:86(rrulebase)
        1    0.000    0.000    0.002    0.002 core.py:91(load_base_library)
        1    0.000    0.000    0.000    0.000 urllib2.py:854(AbstractBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 transforms.py:2519(ScaledTranslation)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2521(FigureManagerBase)
        1    0.000    0.000    0.000    0.000 mathtext.py:105(MathtextBackend)
        1    0.000    0.000    0.000    0.000 __init__.py:1729(_register)
        1    0.000    0.000    0.000    0.000 transforms.py:290(_get_x0)
        1    0.000    0.000    0.000    0.000 transforms.py:1476(__eq__)
        1    0.000    0.000    0.000    0.000 figure.py:1365(add_axobserver)
        6    0.000    0.000    0.000    0.000 {posix.getpid}
        1    0.000    0.000    0.000    0.000 collections.py:954(LineCollection)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:1105(_DOF_estimator_geom)
        3    0.000    0.000    0.000    0.000 figure.py:134(current_key_axes)
        3    0.000    0.000    0.000    0.000 threading.py:64(_note)
        1    0.000    0.000    0.000    0.000 image.py:535(AxesImage)
        1    0.000    0.000    0.000    0.000 collections.py:830(BrokenBarHCollection)
        1    0.000    0.000    0.000    0.000 _base.py:127(_process_plot_var_args)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2605(ParseElementEnhance)
        2    0.000    0.000    0.000    0.000 subprocess.py:1352(_internal_poll)
        1    0.000    0.000    0.000    0.000 __init__.py:100(_SetuptoolsVersionMixin)
        1    0.000    0.000    0.000    0.000 httplib.py:1148(HTTP)
        1    0.000    0.000    0.000    0.000 Queue.py:21(Queue)
        1    0.000    0.000    0.000    0.000 threading.py:552(_Event)
        3    0.000    0.000    0.000    0.000 six.py:189(__get_module)
        1    0.000    0.000    0.000    0.000 mathtext.py:1699(GlueSpec)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:19(TriInterpolator)
        1    0.000    0.000    0.000    0.000 Tkinter.py:3437(Spinbox)
        1    0.000    0.000    0.000    0.000 core.py:2305(_MaskedPrintOption)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:116(get_active)
        1    0.000    0.000    0.000    0.000 tempfile.py:120(__init__)
        1    0.000    0.000    0.000    0.000 streamplot.py:255(Grid)
        1    0.000    0.000    0.000    0.000 widgets.py:1308(RectangleSelector)
        1    0.000    0.000    0.000    0.000 widgets.py:967(MultiCursor)
        1    0.000    0.000    0.000    0.000 urllib2.py:338(OpenerDirector)
        1    0.000    0.000    0.000    0.000 widgets.py:249(Slider)
        1    0.000    0.000    0.000    0.000 __init__.py:54(get_projection_class)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1564(KeyEvent)
        1    0.000    0.000    0.000    0.000 getlimits.py:195(iinfo)
        2    0.000    0.000    0.000    0.000 Tkinter.py:1786(wm_withdraw)
        1    0.000    0.000    0.000    0.000 gridspec.py:31(GridSpecBase)
        1    0.000    0.000    0.000    0.000 figure.py:154(SubplotParams)
        1    0.000    0.000    0.000    0.000 image.py:1054(BboxImage)
        1    0.000    0.000    0.000    0.000 Tkinter.py:2576(__init__)
        2    0.000    0.000    0.000    0.000 transforms.py:297(_get_y0)
        2    0.000    0.000    0.000    0.000 ticker.py:1063(tick_values)
        1    0.000    0.000    0.000    0.000 difflib.py:1670(HtmlDiff)
        2    0.000    0.000    0.000    0.000 mlab.py:3071(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1722(get_resource_stream)
        1    0.000    0.000    0.000    0.000 Tkinter.py:877(winfo_pointerxy)
        2    0.000    0.000    0.000    0.000 rcsetup.py:282(validate_aspect)
        1    0.000    0.000    0.000    0.000 widgets.py:1084(SpanSelector)
        1    0.000    0.000    0.000    0.000 core.py:6127(_extrema_operation)
       16    0.000    0.000    0.000    0.000 {method 'get_height' of 'pygame.Surface' objects}
        1    0.000    0.000    0.000    0.000 patches.py:504(Shadow)
        2    0.000    0.000    0.000    0.000 ticker.py:1060(__call__)
        1    0.000    0.000    0.098    0.098 Tkinter.py:1020(update)
        3    0.000    0.000    0.000    0.000 _cm.py:98(get_color_function)
        1    0.000    0.000    0.000    0.000 _version.py:18(NumpyVersion)
        5    0.000    0.000    0.000    0.000 core.py:37(is_style_file)
        1    0.000    0.000    0.000    0.000 offsetbox.py:657(TextArea)
        1    0.000    0.000    0.000    0.000 plistlib.py:365(Data)
        1    0.000    0.000    0.000    0.000 io.py:69(IOBase)
        1    0.000    0.000    0.000    0.000 sprite.py:538(LayeredUpdates)
        1    0.000    0.000    0.000    0.000 __init__.py:1738(EmptyProvider)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2598(Cursors)
        1    0.000    0.000    0.000    0.000 Tkinter.py:950(winfo_toplevel)
        1    0.000    0.000    0.000    0.000 __init__.py:17(register)
        1    0.000    0.000    0.000    0.000 numbers.py:270(Rational)
        1    0.000    0.000    0.000    0.000 dates.py:656(RRuleLocator)
        6    0.000    0.000    0.000    0.000 core.py:798(__init__)
        1    0.000    0.000    0.000    0.000 widgets.py:26(LockDraw)
        1    0.000    0.000    0.000    0.000 mlab.py:1648(PCA)
        1    0.000    0.000    0.000    0.000 Tkinter.py:2142(Button)
        1    0.000    0.000    0.000    0.000 tempfile.py:108(_RandomNameSequence)
        1    0.000    0.000    0.000    0.000 Tkinter.py:2223(__init__)
        1    0.000    0.000    0.000    0.000 _base.py:712(get_position)
        3    0.000    0.000    0.000    0.000 pyparsing.py:2511(<genexpr>)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:115(TimerTk)
        1    0.000    0.000    0.000    0.000 Tkinter.py:1730(wm_minsize)
        1    0.000    0.000    0.000    0.000 text.py:1378(OffsetFrom)
        1    0.000    0.000    0.000    0.000 patches.py:1063(FancyArrow)
        1    0.000    0.000    0.000    0.000 collections.py:1554(TriMesh)
        1    0.000    0.000    0.000    0.000 sprite.py:255(AbstractGroup)
        1    0.000    0.000    0.000    0.000 core.py:918(_MaskedBinaryOperation)
        3    0.000    0.000    0.000    0.000 artist.py:551(set_clip_box)
        1    0.000    0.000    0.000    0.000 extras.py:214(_fromnxfunction)
        1    0.000    0.000    0.000    0.000 Tkinter.py:224(Variable)
        1    0.000    0.000    0.000    0.000 figure.py:150(__contains__)
       77    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
        2    0.000    0.000    0.000    0.000 axis.py:1278(get_major_locator)
        6    0.000    0.000    0.000    0.000 pyparsing.py:3278(<genexpr>)
        1    0.000    0.000    0.000    0.000 StringIO.py:42(StringIO)
        1    0.000    0.000    0.000    0.000 runner.py:119(TextTestRunner)
        1    0.000    0.000    0.000    0.000 contour.py:1400(QuadContourSet)
        5    0.000    0.000    0.000    0.000 windowing.py:21(GetForegroundWindow)
        4    0.000    0.000    0.000    0.000 backend_bases.py:3178(set_history_buttons)
        1    0.000    0.000    0.000    0.000 axis.py:2206(get_minpos)
        4    0.000    0.000    0.000    0.000 {built-in method unregister}
        1    0.000    0.000    0.000    0.000 triinterpolate.py:1247(_Sparse_Matrix_coo)
        1    0.000    0.000    0.000    0.000 transforms.py:2291(CompositeAffine2D)
        1    0.000    0.000    0.000    0.000 __init__.py:582(IResourceProvider)
        2    0.000    0.000    0.000    0.000 transforms.py:1464(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:475(ndenumerate)
        6    0.000    0.000    0.000    0.000 pyparsing.py:3035(postParse)
        1    0.000    0.000    0.000    0.000 image.py:939(FigureImage)
        1    0.000    0.000    0.000    0.000 parser.py:299(__init__)
        6    0.000    0.000    0.000    0.000 artist.py:174(set_axes)
        1    0.000    0.000    0.000    0.000 _structures.py:17(Infinity)
        2    0.000    0.000    0.000    0.000 rcsetup.py:370(validate_negative_linestyle_legacy)
        1    0.000    0.000    0.000    0.000 index_tricks.py:447(__init__)
        1    0.000    0.000    0.000    0.000 Tkinter.py:1793(Tk)
        1    0.000    0.000    0.000    0.000 _base.py:2813(get_yscale)
        2    0.000    0.000    0.000    0.000 pyparsing.py:467(__getattr__)
        7    0.000    0.000    0.000    0.000 __future__.py:75(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1752(ZipManifests)
        1    0.000    0.000    0.000    0.000 widgets.py:123(Button)
        1    0.000    0.000    0.000    0.000 __init__.py:152(WorkerQueue)
        1    0.000    0.000    0.000    0.000 loader.py:38(TestLoader)
