Final SCORE : 16
         99824893 function calls (98455940 primitive calls) in 137.241 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 axis.py:606(Ticker)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2796(_NullToken)
        1    0.000    0.000    0.000    0.000 ticker.py:809(EngFormatter)
        1    0.000    0.000    0.000    0.000 decimal.py:5419(_WorkRep)
        1    0.000    0.000    0.000    0.000 ticker.py:1188(MultipleLocator)
        1    0.000    0.000    0.000    0.000 plistlib.py:322(Dict)
        1    0.000    0.000    0.000    0.000 _import_tools.py:341(PackageLoaderDebug)
        1    0.000    0.000    0.000    0.000 font_manager.py:352(FontEntry)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2045(White)
        3    0.000    0.000    0.000    0.000 __init__.py:494(CFunctionType)
        1    0.000    0.000    0.000    0.000 __init__.py:273(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2162(StringStart)
        1    0.000    0.000    0.000    0.000 _base.py:958(ishold)
        1    0.000    0.000    0.000    0.000 patches.py:3342(CurveFilledAB)
        1    0.000    0.000    0.000    0.000 csv.py:166(Sniffer)
        1    0.000    0.000    0.000    0.000 calendar.py:132(__init__)
        1    0.000    0.000    0.000    0.000 core.py:6202(__init__)
        1    0.000    0.000    0.000    0.000 ticker.py:640(LogFormatter)
        4    0.000    0.000    0.000    0.000 pyparsing.py:3074(postParse)
        1    0.000    0.000    0.000    0.000 unicode_escape.py:20(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 gridspec.py:387(__init__)
        1    0.000    0.000    0.000    0.000 arrayprint.py:695(ComplexFormat)
        1    0.000    0.000    0.000    0.000 __init__.py:50(MissingModule)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1283(Event)
        1    0.000    0.000    0.000    0.000 patches.py:1292(Ellipse)
        1    0.000    0.000    0.000    0.000 mathtext.py:553(CachedFont)
        1    0.000    0.000    0.000    0.000 __init__.py:1987(FileMetadata)
        1    0.000    0.000    0.000    0.000 offsetbox.py:480(PaddedBox)
        1    0.000    0.000    0.000    0.000 socket.py:171(_closedsocket)
        1    0.000    0.000    0.000    0.000 _base.py:2676(get_ybound)
        1    0.000    0.000    0.000    0.000 patches.py:2861(Bar)
        1    0.000    0.000    0.000    0.000 figure.py:537(set_canvas)
        1    0.000    0.000    0.000    0.000 Tkinter.py:1648(wm_deiconify)
        1    0.000    0.000    0.000    0.000 Tkinter.py:2812(Menubutton)
        1    0.000    0.000    0.000    0.000 gridspec.py:318(GridSpecFromSubplotSpec)
        1    0.000    0.000    0.000    0.000 rcsetup.py:185(validate_nseq_float)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:1096(_DOF_estimator_user)
        1    0.000    0.000    0.000    0.000 threading.py:1058(_Timer)
        1    0.000    0.000    0.000    0.000 mlab.py:3678(GaussianKDE)
        1    0.000    0.000    0.000    0.000 Tetris.py:209(Tetris)
        7    0.000    0.000    0.000    0.000 case.py:607(_deprecate)
        1    0.000    0.000    0.000    0.000 records.py:215(record)
        2    0.000    0.000    0.000    0.000 six.py:62(__len__)
        1    0.000    0.000    0.000    0.000 __init__.py:25(get_projection_class)
        2    0.000    0.000    0.000    0.000 six.py:124(_LazyModule)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2324(setResultsName)
        1    0.000    0.000    0.000    0.000 Tkinter.py:2817(Message)
        1    0.000    0.000    0.000    0.000 decimal.py:5677(__init__)
        1    0.000    0.000    0.000    0.000 Tkinter.py:2556(Frame)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2915(__init__)
        1    0.000    0.000    0.000    0.000 decimal.py:321(Overflow)
        2    0.000    0.000    0.000    0.000 calendar.py:71(__init__)
        7    0.000    0.000    0.000    0.000 patches.py:246(set_antialiased)
        1    0.000    0.000    0.000    0.000 __init__.py:1114(ExtractionError)
        1    0.000    0.000    0.000    0.000 pickle.py:58(PickleError)
        1    0.000    0.000    0.000    0.000 sre_parse.py:218(seek)
        1    0.000    0.000    0.000    0.000 colors.py:1034(SymLogNorm)
        1    0.000    0.000    0.000    0.000 dviread.py:420(DviFont)
        1    0.000    0.000    0.000    0.000 ascii.py:34(StreamConverter)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3081(OnlyOnce)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3029(Group)
        1    0.000    0.000    0.000    0.000 core.py:2474(_arraymethod)
        1    0.000    0.000    0.000    0.000 _iotools.py:154(LineSplitter)
        1    0.000    0.000    0.000    0.000 __init__.py:124(VisibleDeprecationWarning)
        3    0.000    0.000    0.000    0.000 __init__.py:104(CFunctionType)
        1    0.000    0.000    0.000    0.000 cbook.py:2302(_InstanceMethodPickler)
        1    0.000    0.000    0.000    0.000 ticker.py:183(TickHelper)
        1    0.000    0.000    0.000    0.000 {math.sqrt}
        1    0.000    0.000    0.000    0.000 __init__.py:427(checkdep_ps_distiller)
        1    0.000    0.000    0.000    0.000 widgets.py:595(RadioButtons)
        1    0.000    0.000    0.000    0.000 _inspect.py:145(<lambda>)
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_md5}
        1    0.000    0.000    0.000    0.000 decimal.py:3749(_ContextManager)
        1    0.000    0.000    0.000    0.000 __init__.py:201(c_double)
        1    0.000    0.000    0.000    0.000 _iotools.py:444(ConverterError)
        1    0.000    0.000    0.000    0.000 urllib2.py:780(HTTPPasswordMgr)
        1    0.000    0.000    0.000    0.000 cbook.py:299(todatetime)
        1    0.000    0.000    0.000    0.000 _datasource.py:154(DataSource)
        1    0.000    0.000    0.000    0.000 scale.py:104(LogTransformBase)
        1    0.000    0.000    0.000    0.000 scale.py:185(InvertedNaturalLogTransform)
        3    0.000    0.000    0.000    0.000 core.py:762(__init__)
        1    0.000    0.000    0.000    0.000 transforms.py:2490(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:452(CClass)
        1    0.000    0.000    0.000    0.000 parser.py:86(HeaderParser)
        1    0.000    0.000    0.000    0.000 mathtext.py:1780(Kern)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1673(CaselessKeyword)
        1    0.000    0.000    0.000    0.000 patches.py:2539(SimpleEvent)
        1    0.000    0.000    0.000    0.000 widgets.py:724(SubplotTool)
        1    0.000    0.000    0.000    0.000 __init__.py:10(ProjectionRegistry)
        1    0.000    0.000    0.000    0.000 cbook.py:609(silent_list)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2210(WordEnd)
        1    0.000    0.000    0.000    0.000 __init__.py:203(SetuptoolsLegacyVersion)
        1    0.000    0.000    0.000    0.000 sprite.py:837(LayeredDirty)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1644(DraggableOffsetBox)
        1    0.000    0.000    0.000    0.000 colors.py:963(LogNorm)
        1    0.000    0.000    0.000    0.000 getlimits.py:25(finfo)
        1    0.000    0.000    0.000    0.000 patches.py:1894(Square)
        1    0.000    0.000    0.000    0.000 trifinder.py:28(TrapezoidMapTriFinder)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        3    0.000    0.000    0.000    0.000 pickle.py:426(save_none)
        1    0.000    0.000    0.000    0.000 contextlib.py:9(GeneratorContextManager)
        1    0.000    0.000    0.000    0.000 patches.py:804(PathPatch)
        1    0.000    0.000    0.000    0.000 urllib2.py:520(BaseHandler)
        1    0.000    0.000    0.000    0.000 tokenize.py:179(Untokenizer)
        1    0.000    0.000    0.000    0.000 mac_roman.py:25(StreamWriter)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2932(__ilshift__)
        1    0.000    0.000    0.000    0.000 random.py:805(SystemRandom)
        1    0.000    0.000    0.000    0.000 _subplots.py:102(get_subplotspec)
        1    0.000    0.000    0.000    0.000 scale.py:18(ScaleBase)
        1    0.000    0.000    0.000    0.000 Tkinter.py:1526(CallWrapper)
        1    0.000    0.000    0.000    0.000 __init__.py:1746(__init__)
        1    0.000    0.000    0.000    0.000 version.py:3(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:1689(EggProvider)
        1    0.000    0.000    0.000    0.000 streamplot.py:195(DomainMap)
        1    0.000    0.000    0.000    0.000 errors.py:33(DistutilsFileError)
        1    0.000    0.000    0.000    0.000 __init__.py:288(set_fileo)
        1    0.000    0.000    0.000    0.000 utils.py:56(_Deprecate)
        1    0.000    0.000    0.000    0.000 mlab.py:3099(FormatInt)
        1    0.000    0.000    0.000    0.000 _base.py:2427(get_xbound)
        1    0.000    0.000    0.000    0.000 patches.py:1986(RArrow)
        4    0.000    0.000    0.000    0.000 sre_parse.py:224(isdigit)
        1    0.000    0.000    0.000    0.000 core.py:2545(MaskedIterator)
        1    0.000    0.000    0.000    0.000 core.py:105(update_user_library)
        1    0.000    0.000    0.000    0.000 patches.py:1264(CirclePolygon)
        2    0.000    0.000    0.000    0.000 {posix.WEXITSTATUS}
        1    0.000    0.000    0.000    0.000 dates.py:1322(DateConverter)
        1    0.000    0.000    0.000    0.000 axis.py:1901(get_minpos)
        1    0.000    0.000    0.000    0.000 scale.py:59(LinearScale)
        1    0.000    0.000    0.000    0.000 threading.py:542(Event)
        1    0.000    0.000    0.000    0.000 {_ctypes.set_conversion_mode}
        1    0.000    0.000    0.000    0.000 backend_bases.py:1523(PickEvent)
        1    0.000    0.000    0.000    0.000 cbook.py:958(Null)
        1    0.000    0.000    0.000    0.000 runner.py:12(_WritelnDecorator)
        1    0.000    0.000    0.000    0.000 geo.py:513(LambertTransform)
        1    0.000    0.000    0.000    0.000 httplib.py:1327(UnknownTransferEncoding)
        1    0.000    0.000    0.000    0.000 widgets.py:72(AxesWidget)
        1    0.000    0.000    0.000    0.000 geo.py:474(InvertedMollweideTransform)
        1    0.000    0.000    0.000    0.000 decimal.py:5673(_Log10Memoize)
        1    0.000    0.000    0.000    0.000 ticker.py:323(StrMethodFormatter)
        1    0.000    0.000    0.000    0.000 __init__.py:199(SetuptoolsVersion)
        1    0.000    0.000    0.000    0.000 tz.py:208(tzfile)
        1    0.000    0.000    0.000    0.000 backend_agg.py:318(option_image_nocomposite)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2232(ParseExpression)
        1    0.000    0.000    0.000    0.000 _datasource.py:504(Repository)
        1    0.000    0.000    0.000    0.000 signals.py:9(_InterruptHandler)
        1    0.000    0.000    0.000    0.000 polyutils.py:62(PolyError)
        1    0.000    0.000    0.000    0.000 version.py:46(InvalidVersion)
        1    0.000    0.000    0.000    0.000 ssl.py:183(CertificateError)
        1    0.000    0.000    0.000    0.000 function_base.py:1640(vectorize)
        1    0.000    0.000    0.000    0.000 artist.py:782(get_zorder)
        1    0.000    0.000    0.000    0.000 Tkinter.py:2462(Checkbutton)
        1    0.000    0.000    0.000    0.000 npyio.py:40(BagObj)
        1    0.000    0.000    0.000    0.000 httplib.py:369(HTTPResponse)
        2    0.000    0.000    0.000    0.000 {select.poll}
        1    0.000    0.000    0.000    0.000 pyparsing.py:2723(ZeroOrMore)
        1    0.000    0.000    0.000    0.000 widgets.py:873(Cursor)
        1    0.000    0.000    0.000    0.000 urllib.py:1018(addinfourl)
        1    0.000    0.000    0.000    0.000 scale.py:398(SymmetricalLogScale)
        1    0.000    0.000    0.000    0.000 __init__.py:2824(EggInfoDistribution)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1360(LocationEvent)
        1    0.000    0.000    0.000    0.000 urllib2.py:1224(HTTPHandler)
        1    0.000    0.000    0.000    0.000 case.py:98(_AssertRaisesContext)
        1    0.000    0.000    0.000    0.000 polar.py:184(RadialLocator)
        1    0.000    0.000    0.000    0.000 errors.py:50(MisplacedEnvelopeHeaderDefect)
        1    0.000    0.000    0.000    0.000 gridspec.py:72(set_height_ratios)
        1    0.000    0.000    0.000    0.000 lines.py:1315(VertexSelector)
        1    0.000    0.000    0.000    0.000 collections.py:940(StarPolygonCollection)
        1    0.000    0.000    0.000    0.000 urllib2.py:1326(FileHandler)
        1    0.000    0.000    0.000    0.000 mathtext.py:1276(Char)
        1    0.000    0.000    0.000    0.000 csv.py:67(excel_tab)
        1    0.000    0.000    0.000    0.000 patches.py:256(set_aa)
        1    0.000    0.000    0.000    0.000 ticker.py:267(NullFormatter)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1306(IdleEvent)
        2    0.000    0.000    0.000    0.000 cbook.py:1657(__init__)
        1    0.000    0.000    0.000    0.000 numeric.py:2802(errstate)
        1    0.000    0.000    0.000    0.000 httplib.py:1347(ImproperConnectionState)
        1    0.000    0.000    0.000    0.000 dviread.py:663(PsfontsMap)
        1    0.000    0.000    0.000    0.000 units.py:54(AxisInfo)
        1    0.000    0.000    0.000    0.000 __init__.py:2016(PathMetadata)
        1    0.000    0.000    0.000    0.000 collections.py:1491(PatchCollection)
        1    0.000    0.000    0.000    0.000 core.py:6188(__init__)
        1    0.000    0.000    0.000    0.000 httplib.py:1277(HTTPS)
        1    0.000    0.000    0.000    0.000 cbook.py:275(converter)
        1    0.000    0.000    0.000    0.000 relativedelta.py:16(weekday)
        1    0.000    0.000    0.000    0.000 rfc822.py:775(AddressList)
        1    0.000    0.000    0.000    0.000 memmap.py:20(memmap)
        1    0.000    0.000    0.000    0.000 colors.py:846(Normalize)
        1    0.000    0.000    0.000    0.000 {built-in method splitlist}
        1    0.000    0.000    0.000    0.000 rcsetup.py:186(__init__)
        1    0.000    0.000    0.000    0.000 urllib2.py:904(HTTPBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 ascii.py:20(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 _base.py:766(get_axes_locator)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2666(__str__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1401(__call__)
        1    0.000    0.000    0.000    0.000 cbook.py:2282(_NestedClassGetter)
        1    0.000    0.000    0.000    0.000 main.py:63(TestProgram)
        1    0.000    0.000    0.000    0.000 Tkinter.py:326(StringVar)
        1    0.000    0.000    0.000    0.000 urllib2.py:1262(UnknownHandler)
        1    0.000    0.000    0.000    0.000 mac_roman.py:9(Codec)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2506(__str__)
        1    0.000    0.000    0.000    0.000 mathtext.py:159(MathtextBackendAgg)
        1    0.000    0.000    0.000    0.000 ticker.py:311(FormatStrFormatter)
        1    0.000    0.000    0.000    0.000 urllib2.py:1244(HTTPCookieProcessor)
        1    0.000    0.000    0.000    0.000 streamplot.py:185(StreamplotSet)
        1    0.000    0.000    0.000    0.000 case.py:34(_ExpectedFailure)
        2    0.000    0.000    0.000    0.000 __init__.py:1331(get_backend)
        1    0.000    0.000    0.000    0.000 errors.py:21(BoundaryError)
        1    0.000    0.000    0.000    0.000 Net.py:45(Layer)
        1    0.000    0.000    0.000    0.000 parser.py:758(_attr)
        1    0.000    0.000    0.000    0.000 _base.py:757(set_axes_locator)
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        1    0.000    0.000    0.000    0.000 mathtext.py:1629(Rule)
        1    0.000    0.000    0.000    0.000 collections.py:947(AsteriskPolygonCollection)
        1    0.000    0.000    0.000    0.000 errors.py:35(MessageDefect)
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha384}
        1    0.000    0.000    0.000    0.000 cbook.py:898(Xlator)
        1    0.000    0.000    0.000    0.000 cbook.py:1012(__init__)
        1    0.000    0.000    0.000    0.000 gridspec.py:382(SubplotSpec)
        1    0.000    0.000    0.000    0.000 dviread.py:501(Vf)
        4    0.000    0.000    0.000    0.000 spines.py:139(get_path)
        1    0.000    0.000    0.000    0.000 calendar.py:21(IllegalMonthError)
        1    0.000    0.000    0.000    0.000 legend_handler.py:498(HandlerStem)
        4    0.000    0.000    0.000    0.000 core.py:2517(__get__)
        1    0.000    0.000    0.000    0.000 cbook.py:1621(Grouper)
        1    0.000    0.000    0.000    0.000 api.py:18(FFIError)
        1    0.000    0.000    0.000    0.000 legend_handler.py:256(HandlerLineCollection)
        1    0.000    0.000    0.000    0.000 mathtext.py:1878(Ship)
        1    0.000    0.000    0.000    0.000 suite.py:299(_DebugResult)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2191(WordStart)
        1    0.000    0.000    0.000    0.000 mathtext.py:307(MathtextBackendSvg)
        1    0.000    0.000    0.000    0.000 pyparsing.py:167(ParseBaseException)
        1    0.000    0.000    0.000    0.000 inspect.py:632(BlockFinder)
        1    0.000    0.000    0.000    0.000 container.py:113(ErrorbarContainer)
        1    0.000    0.000    0.000    0.000 ticker.py:204(Formatter)
        1    0.000    0.000    0.000    0.000 __init__.py:1223(rc_context)
        1    0.000    0.000    0.000    0.000 Tkinter.py:392(BooleanVar)
        1    0.000    0.000    0.000    0.000 colorbar.py:1227(ColorbarPatch)
        1    0.000    0.000    0.000    0.000 __init__.py:1799(ContextualZipFile)
        1    0.000    0.000    0.000    0.000 patches.py:3007(_Base)
        1    0.000    0.000    0.000    0.000 {numpy.core.multiarray.set_typeDict}
        1    0.000    0.000    0.000    0.000 shutil.py:38(ExecError)
        1    0.000    0.000    0.000    0.000 __init__.py:2927(RequirementParseError)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:1028(_DOF_estimator)
        1    0.000    0.000    0.000    0.000 numbers.py:13(Number)
        1    0.000    0.000    0.001    0.001 Tkinter.py:1322(configure)
        2    0.000    0.000    0.000    0.000 six.py:86(_LazyDescr)
        1    0.000    0.000    0.000    0.000 cbook.py:350(_BoundMethodProxy)
        1    0.000    0.000    0.000    0.000 _base.py:962(hold)
        1    0.000    0.000    0.000    0.000 httplib.py:1333(IncompleteRead)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1667(is_saving)
        1    0.000    0.000    0.000    0.000 _base.py:992(get_aspect)
        1    0.000    0.000    0.000    0.000 colors.py:1148(PowerNorm)
        1    0.000    0.000    0.000    0.000 rcsetup.py:207(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:428(LibraryLoader)
        1    0.000    0.000    0.000    0.000 decimal.py:195(InvalidOperation)
        1    0.000    0.000    0.000    0.000 patches.py:2070(Round4)
        1    0.000    0.000    0.000    0.000 _datasource.py:50(_FileOpeners)
        1    0.000    0.000    0.000    0.000 ssl.py:299(_ASN1Object)
        1    0.000    0.000    0.000    0.000 trirefine.py:51(UniformTriRefiner)
        1    0.000    0.000    0.000    0.000 cbook.py:1502(MemoryMonitor)
        1    0.000    0.000    0.000    0.000 pyparsing.py:215(ParseException)
        1    0.000    0.000    0.000    0.000 zipfile.py:1373(PyZipFile)
        1    0.000    0.000    0.000    0.000 mlab.py:3119(FormatPercent)
        1    0.000    0.000    0.000    0.000 __init__.py:172(c_ushort)
        1    0.000    0.000    0.000    0.000 pprint.py:84(PrettyPrinter)
        2    0.000    0.000    0.000    0.000 {posix.WIFSIGNALED}
       25    0.000    0.000    0.000    0.000 {method '__subclasshook__' of 'object' objects}
        2    0.000    0.000    0.000    0.000 legend_handler.py:219(__init__)
        1    0.000    0.000    0.000    0.000 axis.py:468(YTick)
        1    0.000    0.000    0.000    0.000 rrule.py:54(weekday)
        1    0.000    0.000    0.000    0.000 npyio.py:95(NpzFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:20(BadZipfile)
        1    0.000    0.000    0.000    0.000 errors.py:13(MessageParseError)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2762(OneOrMore)
        2    0.000    0.000    0.000    0.000 pyparsing.py:1397(__invert__)
        1    0.000    0.000    0.000    0.000 tricontour.py:12(TriContourSet)
        1    0.000    0.000    0.000    0.000 dates.py:496(AutoDateFormatter)
        1    0.000    0.000    0.000    0.000 pyparsing.py:258(_ParseResultsWithOffset)
        1    0.000    0.000    0.000    0.000 scale.py:131(InvertedLog10Transform)
        1    0.000    0.000    0.000    0.000 index_tricks.py:87(nd_grid)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:15(DummyArray)
        1    0.000    0.000    0.000    0.000 Image.py:1966(_ImageCrop)
        1    0.000    0.000    0.000    0.000 difflib.py:764(Differ)
        1    0.000    0.000    0.000    0.000 patches.py:3522(BarAB)
        1    0.000    0.000    0.000    0.000 httplib.py:1244(HTTPSConnection)
        1    0.000    0.000    0.000    0.000 geo.py:413(MollweideTransform)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2144(LineEnd)
        1    0.000    0.000    0.000    0.000 core.py:6026(__array_finalize__)
        1    0.000    0.000    0.000    0.000 __init__.py:159(py_object)
        2    0.000    0.000    0.000    0.000 utils.py:51(_set_function_name)
        1    0.000    0.000    0.000    0.000 decimal.py:284(InvalidContext)
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha256}
        1    0.000    0.000    0.000    0.000 mathtext.py:1383(List)
        1    0.000    0.000    0.000    0.000 streamplot.py:296(StreamMask)
        1    0.000    0.000    0.000    0.000 errors.py:41(NoBoundaryInMultipartDefect)
        1    0.000    0.000    0.000    0.000 mathtext.py:1555(Vlist)
        1    0.000    0.000    0.000    0.000 Tkinter.py:3808(Studbutton)
        1    0.000    0.000    0.000    0.000 calendar.py:501(LocaleTextCalendar)
        1    0.000    0.000    0.000    0.000 scale.py:172(NaturalLogTransform)
        1    0.000    0.000    0.000    0.000 arrayprint.py:684(LongComplexFormat)
        1    0.000    0.000    0.000    0.000 ticker.py:275(FixedFormatter)
        1    0.000    0.000    0.000    0.000 Net.py:48(Net)
        1    0.000    0.000    0.000    0.000 mlab.py:3149(FormatDatetime)
        1    0.000    0.000    0.000    0.000 threading.py:515(_BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 cbook.py:1298(Stack)
        1    0.000    0.000    0.000    0.000 patches.py:3364(_Bracket)
        1    0.000    0.000    0.000    0.000 mathtext.py:1755(NegFilll)
        1    0.000    0.000    0.000    0.000 dates.py:590(rrulewrapper)
        1    0.000    0.000    0.000    0.000 Tkinter.py:373(DoubleVar)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1571(Literal)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2900(Forward)
        1    0.000    0.000    0.000    0.000 colors.py:669(LinearSegmentedColormap)
        1    0.000    0.000    0.000    0.000 threading.py:423(_Semaphore)
        1    0.000    0.000    0.000    0.000 errors.py:76(CompileError)
        1    0.000    0.000    0.000    0.000 streamplot.py:345(InvalidIndexError)
        1    0.000    0.000    0.000    0.000 core.py:842(_MaskedUnaryOperation)
        1    0.000    0.000    0.000    0.000 patches.py:3556(Simple)
        1    0.000    0.000    0.000    0.000 rcsetup.py:452(ValidateInterval)
        1    0.000    0.000    0.000    0.000 __init__.py:2041(EggMetadata)
        6    0.000    0.000    0.000    0.000 patches.py:338(set_linestyle)
        1    0.000    0.000    0.000    0.000 cbook.py:850(Sorter)
        1    0.000    0.000    0.000    0.000 patches.py:1947(LArrow)
        1    0.000    0.000    0.000    0.000 tz.py:648(_tzicalvtzcomp)
        1    0.000    0.000    0.000    0.000 backend_bases.py:945(set_clip_rectangle)
        1    0.000    0.000    0.000    0.000 cbook.py:293(tostr)
        1    0.000    0.000    0.000    0.000 dates.py:156(_UTC)
        1    0.000    0.000    0.000    0.000 mathtext.py:1739(Fill)
        1    0.000    0.000    0.000    0.000 _endian.py:49(BigEndianStructure)
        1    0.000    0.000    0.000    0.000 sre_parse.py:741(literal)
        1    0.000    0.000    0.000    0.000 mlab.py:3042(FormatObj)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1871(QuotedString)
        1    0.000    0.000    0.000    0.000 mac_roman.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 Tkinter.py:519(focus_set)
        1    0.000    0.000    0.000    0.000 widgets.py:1692(Lasso)
        1    0.000    0.000    0.000    0.000 __init__.py:210(FuncResult)
        1    0.000    0.000    0.000    0.000 rcsetup.py:41(ValidateInStrings)
        1    0.000    0.000    0.000    0.000 transforms.py:995(_get_minposx)
        2    0.000    0.000    0.000    0.000 six.py:380(Module_six_moves_urllib_request)
        1    0.000    0.000    0.000    0.000 rrule.py:830(_genitem)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2101(GoToColumn)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1465(MouseEvent)
        1    0.000    0.000    0.000    0.000 urllib2.py:1378(FTPHandler)
        1    0.000    0.000    0.000    0.000 ticker.py:299(FuncFormatter)
        1    0.000    0.000    0.000    0.000 legend_handler.py:44(HandlerBase)
        2    0.000    0.000    0.000    0.000 rcsetup.py:409(validate_hinting)
        1    0.000    0.000    0.000    0.000 backend_bases.py:134(ShowBase)
        1    0.000    0.000    0.000    0.000 ffiplatform.py:8(VerificationMissing)
        1    0.000    0.000    0.000    0.000 mathtext.py:1262(Vbox)
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 inspect.py:630(EndOfBlock)
        1    0.000    0.000    0.000    0.000 legend.py:53(DraggableLegend)
        1    0.000    0.000    0.000    0.000 _methods.py:37(_any)
        1    0.000    0.000    0.000    0.000 suite.py:252(_ErrorHolder)
        2    0.000    0.000    0.000    0.000 six.py:229(_MovedItems)
        1    0.000    0.000    0.000    0.000 mathtext.py:233(MathtextBackendBitmap)
        1    0.000    0.000    0.000    0.000 cbook.py:437(CallbackRegistry)
        1    0.000    0.000    0.000    0.000 cbook.py:1045(__Full)
        1    0.000    0.000    0.000    0.000 gridspec.py:66(set_width_ratios)
        1    0.000    0.000    0.000    0.000 Tkinter.py:1921(Pack)
        1    0.000    0.000    0.000    0.000 geo.py:302(InvertedAitoffTransform)
        3    0.000    0.000    0.000    0.000 _inspect.py:144(<lambda>)
        1    0.000    0.000    0.000    0.000 dates.py:1160(MicrosecondLocator)
        1    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:607(AxisMenu)
        1    0.000    0.000    0.000    0.000 urllib2.py:737(ProxyHandler)
        1    0.000    0.000    0.000    0.000 unicode_escape.py:13(Codec)
        1    0.000    0.000    0.000    0.000 _datasource.py:74(__init__)
        1    0.000    0.000    0.000    0.000 mlab.py:3133(FormatDate)
        1    0.000    0.000    0.000    0.000 threading.py:400(notifyAll)
        1    0.000    0.000    0.000    0.000 mathtext.py:1735(Fil)
        1    0.000    0.000    0.000    0.000 main.py:24(Action)
        1    0.000    0.000    0.000    0.000 transforms.py:2420(BboxTransformTo)
        1    0.000    0.000    0.000    0.000 case.py:25(SkipTest)
        1    0.000    0.000    0.000    0.000 Queue.py:212(PriorityQueue)
        1    0.000    0.000    0.000    0.000 Tkinter.py:3261(OptionMenu)
        1    0.000    0.000    0.000    0.000 dates.py:607(DateLocator)
        1    0.000    0.000    0.000    0.000 patches.py:3746(Wedge)
        1    0.000    0.000    0.000    0.000 patches.py:2125(Sawtooth)
        1    0.000    0.000    0.000    0.000 zipfile.py:24(LargeZipFile)
        1    0.000    0.000    0.000    0.000 patches.py:2703(Angle)
        1    0.000    0.000    0.000    0.000 container.py:105(BarContainer)
        1    0.000    0.000    0.000    0.000 csv.py:57(excel)
        1    0.000    0.000    0.000    0.000 core.py:2311(__init__)
        1    0.000    0.000    0.000    0.000 uu.py:39(Error)
        1    0.000    0.000    0.000    0.000 utils.py:1547(WarningMessage)
        1    0.000    0.000    0.000    0.000 core.py:6251(_frommethod)
        1    0.000    0.000    0.000    0.000 __init__.py:243(c_char_p)
        1    0.000    0.000    0.000    0.000 Tetris.py:75(Block)
        1    0.000    0.000    0.000    0.000 sre_parse.py:87(checkgroup)
        1    0.000    0.000    0.000    0.000 gridspec.py:37(__init__)
        1    0.000    0.000    0.000    0.000 ticker.py:1418(LogLocator)
        2    0.000    0.000    0.000    0.000 calendar.py:52(__init__)
        1    0.000    0.000    0.000    0.000 mlab.py:3081(FormatFloat)
        1    0.000    0.000    0.000    0.000 patches.py:3443(BracketAB)
